,school name,zipcode,student size,pell grant rate,average faculty salary,fulltime faculty rate,admission test requirements,completion rate in 4 years (hawaiian or pacific islander),completion rate in 4 years (american indian),completion rate in 4 years (asian),completion rate in 4 years (hispanic),completion rate in 4 years (black),completion rate in 4 years (white),total student demographic (white),total student demographic (hispanic),total student demographic (black),total student demographic (american indian),total student demographic (female),total student demographic (male),median debt for income 30001_75000,median debt for income 0-30000,median debt for income greater than 75000,median debt for noncompleters,median debt for completers,median debt for male students,median debt for independent students,median debt for female students,median debt for dependent students,faculty demographic (white),faculty demographic (2 or more race or ethnicity),faculty demographic (unknown race or ethnicity),faculty demographic (hawaiian or pacific islander),faculty demographic (hispanic),faculty demographic (black),faculty demographic (asian),faculty demographic (american indian),latest.student.share_25_older
516,Colorado Mesa University,81501-3122,7904.0,0.3096,7164.0,0.5652,5.0,0.5,0.2941,0.3784,0.2955,0.1159,0.4291,0.6594,0.2112,0.0226,0.0056,0.5412,0.4588,12000.0,12000.0,10950.0,8250.0,22000.0,10500.0,14750.0,12000.0,10750.0,0.8107,0.0032,0.0915,0.0,0.0315,0.0063,0.0126,0.0,0.16
517,Metropolitan State University of Denver,80217-3362,15625.0,0.3245,7336.0,1.0,5.0,0.6667,0.0769,0.3857,0.2664,0.2056,0.3251,0.4755,0.3327,0.0673,0.0045,0.5526,0.4474,12551.0,13643.0,11000.0,9005.0,21500.0,12250.0,15989.0,12500.0,10250.0,0.7314,0.0141,0.0035,0.0018,0.0919,0.0512,0.0989,0.0071,0.3635
518,Morgan Community College,80701,614.0,0.4041,6861.0,0.9512,0.0,0.0,0.0,0.0,0.5,0.25,0.6429,0.4739,0.3713,0.0945,0.0016,0.6792,0.3208,5597.0,5750.0,4500.0,4500.0,8501.0,5125.0,6000.0,5595.0,4599.0,0.8718,0.0256,0.0,0.0,0.0769,0.0256,0.0,0.0,0.211
519,Naropa University,80302-6697,317.0,0.5125,6394.0,0.2857,3.0,0.0,0.0,1.0,0.5,0.0,0.3333,0.6467,0.1073,0.0189,0.0095,0.735,0.265,13306.0,19250.0,10000.0,9500.0,24712.0,14500.0,23000.0,15250.0,12000.0,0.5806,0.0161,0.2581,0.0,0.0484,0.0806,0.0161,0.0,0.5108
520,Nazarene Bible College,80920,347.0,0.1694,4725.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7752,0.098,0.0605,0.0144,0.5216,0.4784,19779.0,13905.0,22959.0,7260.0,34787.0,17857.0,18490.0,14343.0,7373.0,0.8571,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.9388
521,Northeastern Junior College,80751-2944,918.0,0.4091,5312.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6732,0.1895,0.0316,0.0044,0.5501,0.4499,5988.0,5940.0,5500.0,5500.0,9376.0,5500.0,9500.0,5922.0,5500.0,0.9778,0.0,0.0222,0.0,0.0,0.0,0.0,0.0,0.2658
522,University of Northern Colorado,80639,6683.0,0.2615,7865.0,0.5636,1.0,0.1429,0.6667,0.6889,0.4516,0.4595,0.5503,0.6219,0.2409,0.0482,0.0033,0.6762,0.3238,12750.0,14000.0,14000.0,6500.0,20470.0,14000.0,15939.0,13500.0,13200.0,0.7648,0.0071,0.0784,0.0048,0.0475,0.0119,0.0404,0.0048,0.1159
523,Otero College,81050,754.0,0.338,5661.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4204,0.3488,0.0875,0.008,0.5796,0.4204,5600.0,6250.0,5950.0,5500.0,10250.0,5500.0,7688.0,6500.0,5500.0,0.84,0.0,0.0,0.0,0.12,0.0,0.0,0.04,0.2745
524,Pikes Peak State College,80906-5498,9213.0,0.3198,6753.0,0.9429,0.0,0.4286,0.1429,0.1538,0.2591,0.1446,0.2531,0.5561,0.2352,0.0751,0.0066,0.6097,0.3903,4542.0,5250.0,4500.0,4492.0,9000.0,4500.0,5250.0,5250.0,4500.0,0.8485,0.0051,0.0,0.0,0.0556,0.0556,0.0303,0.0051,0.3692
525,Pueblo Community College,81004-1499,3291.0,0.3646,6668.0,1.0,0.0,0.0,0.8,0.3333,0.1613,0.1111,0.1795,0.4901,0.3877,0.0328,0.0243,0.691,0.309,6250.0,5962.0,5250.0,4500.0,10000.0,5000.0,6750.0,6446.0,5250.0,0.8471,0.0118,0.0,0.0,0.1059,0.0,0.0235,0.0118,0.4318
526,Red Rocks Community College,80228-1255,4249.0,0.3913,6899.0,1.0,0.0,0.0,0.0,0.3077,0.2174,0.3333,0.223,0.6359,0.2156,0.0209,0.0078,0.4964,0.5036,4750.0,5250.0,4500.0,4369.0,9500.0,4750.0,5250.0,4965.0,4500.0,0.8632,0.0105,0.0105,0.0,0.0421,0.0,0.0632,0.0105,0.3447
527,Regis University,80221-1099,2616.0,0.224,7471.0,0.4244,5.0,1.0,0.3333,0.5532,0.558,0.4,0.6644,0.4992,0.2645,0.0466,0.0042,0.6338,0.3662,21500.0,20625.0,17501.0,15000.0,25000.0,17500.0,23000.0,21000.0,15250.0,0.845,0.0061,0.0152,0.0,0.0638,0.0334,0.0365,0.0,0.3472
528,Rocky Mountain College of Art and Design,80214,1832.0,0.4464,4556.0,0.2451,0.0,0.0,0.6667,0.5,0.3,0.75,0.381,0.5988,0.1261,0.0944,0.0169,0.7598,0.2402,9500.0,9500.0,10110.0,8250.0,31000.0,9500.0,10679.0,9750.0,8400.0,0.9194,0.0,0.0161,0.0,0.0161,0.0,0.0323,0.0161,0.43
529,Montessori Education Center of the Rockies,80205,5.0,0.125,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.75,0.4,0.4,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
530,Colorado State University Pueblo,81001-4901,3092.0,0.3567,6918.0,0.5288,5.0,0.0,0.3333,0.5714,0.3693,0.2157,0.437,0.4693,0.3422,0.0666,0.0071,0.5278,0.4722,13662.0,16590.0,13000.0,8250.0,21500.0,13000.0,18681.0,15155.0,12722.0,0.7127,0.0055,0.0331,0.0,0.1105,0.0442,0.0939,0.0,0.2141
531,Pickens Technical College,80011-9307,609.0,0.3101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2644,0.3859,0.1856,0.0016,0.5008,0.4992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8974,0.0,0.0,0.0,0.0,0.0769,0.0256,0.0,0.2419
532,Intellitec College-Colorado Springs,80909-6096,672.0,0.5298,4479.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6414,0.1548,0.1592,0.0134,0.2783,0.7217,9500.0,9197.0,5500.0,4750.0,11667.0,9236.0,9500.0,8848.0,6583.0,0.7143,0.0714,0.0,0.0,0.0,0.2143,0.0,0.0,0.7128
533,Intellitec College-Grand Junction,81506,787.0,0.6288,3729.0,0.8254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3863,0.4422,0.0419,0.0966,0.5769,0.4231,7916.0,9098.0,8232.0,4750.0,10769.0,9488.0,9298.0,8232.0,7031.0,0.4808,0.1346,0.0769,0.0,0.2885,0.0192,0.0,0.0,0.5781
534,Trinidad State College,81082,1014.0,0.3832,5335.0,1.0,0.0,0.0,0.4444,0.0,0.3385,0.0,0.5571,0.3639,0.4408,0.0819,0.0158,0.5611,0.4389,5500.0,8650.0,5500.0,5500.0,8908.0,5500.0,9500.0,7800.0,5500.0,0.8298,0.0213,0.0,0.0,0.1489,0.0,0.0,0.0,0.2927
535,United States Air Force Academy,80840-5002,4181.0,0.0,10484.0,0.9855,1.0,0.8889,1.0,0.8793,0.8235,0.7167,0.8928,0.6398,0.1136,0.0636,0.0012,0.2856,0.7144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8578,0.0089,0.0622,0.0,0.0,0.0133,0.0578,0.0,0.0158
536,Empire Beauty School-Thornton,80233,84.0,0.5072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2738,0.4286,0.0238,0.0119,0.9881,0.0119,7334.0,6638.0,7389.0,4750.0,10667.0,9500.0,7389.0,6667.0,6222.0,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.381
537,Western Colorado University,81231,1722.0,0.1673,6952.0,0.7598,5.0,1.0,0.5,0.6667,0.3881,0.4,0.4956,0.6974,0.101,0.0343,0.0064,0.4094,0.5906,14250.0,12500.0,11250.0,8250.0,20250.0,12500.0,16892.0,11910.0,11785.0,0.8722,0.0451,0.0,0.0075,0.0301,0.0075,0.015,0.0,0.0673
538,Albertus Magnus College,06511-1189,1023.0,0.4798,7903.0,0.4079,2.0,0.0,0.0,0.0,0.5143,0.6667,0.6667,0.3304,0.2229,0.2874,0.0029,0.6022,0.3978,27000.0,25000.0,19374.0,10063.0,30964.0,19500.0,29552.0,25899.0,15000.0,0.8085,0.0,0.0,0.0,0.0426,0.0851,0.0638,0.0,0.3986
539,Asnuntuck Community College,06082,953.0,0.3321,7887.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659,0.1322,0.1249,0.001,0.5414,0.4586,5500.0,5500.0,5500.0,5500.0,6530.0,5500.0,7177.0,6553.0,5500.0,0.6667,0.0,0.0606,0.0,0.1212,0.1515,0.0,0.0,0.3328
540,Bais Binyomin Academy,10952,40.0,0.6,4583.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,University of Bridgeport,06604-5620,1733.0,0.5532,6803.0,0.4136,5.0,0.0,0.75,0.6,0.4149,0.3831,0.5238,0.2418,0.2885,0.3422,0.0046,0.7126,0.2874,19000.0,21393.0,15875.0,11000.0,25750.0,19000.0,22000.0,19500.0,17500.0,0.6866,0.0149,0.0672,0.0,0.0746,0.0672,0.0896,0.0,0.3081
542,Central Connecticut State University,06050,7616.0,0.3649,9790.0,0.4973,5.0,0.0,0.0,0.5962,0.4851,0.4861,0.573,0.5714,0.1706,0.128,0.0007,0.4649,0.5351,17607.0,17635.0,15250.0,10804.0,22300.0,16445.0,18748.0,17000.0,16000.0,0.7019,0.012,0.0072,0.0,0.0625,0.0505,0.1226,0.0024,0.1846
543,Charter Oak State College,06053,1472.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5639,0.1936,0.1583,0.0,0.7493,0.2507,12500.0,11724.0,13626.0,6500.0,18683.0,12500.0,12646.0,12338.0,8800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8722
544,Cortiva Institute,06416,158.0,0.3744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3671,0.2278,0.2278,0.0,0.8101,0.1899,0.0,11259.0,0.0,4753.0,11259.0,11259.0,11259.0,11188.0,7234.0,0.875,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.7152
545,Connecticut College,06320-4196,1811.0,0.1623,9524.0,0.7407,5.0,1.0,1.0,0.8519,0.7576,0.7917,0.8206,0.667,0.1071,0.0453,0.0,0.5947,0.4053,19500.0,18359.0,21500.0,8000.0,23500.0,20000.0,0.0,19980.0,0.0,0.755,0.0,0.01,0.0,0.045,0.045,0.085,0.0,0.0055
546,Porter & Chester Institute of Hamden,06514,318.0,0.6065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1981,0.217,0.3711,0.0031,0.5283,0.4717,8930.0,9500.0,8360.0,5500.0,12350.0,8360.0,9500.0,9500.0,8230.0,0.8571,0.0,0.0,0.0,0.0714,0.0714,0.0,0.0,0.5283
547,University of Connecticut,06269,18362.0,0.2302,12984.0,0.6721,1.0,0.75,0.8,0.8657,0.7327,0.7571,0.8515,0.5248,0.1443,0.0692,0.0008,0.5241,0.4759,18745.0,16000.0,19500.0,8750.0,21500.0,18250.0,19791.0,19000.0,18500.0,0.5736,0.0095,0.0757,0.0004,0.0481,0.03,0.1471,0.0024,0.0248
548,Goodwin University,06118,2901.0,0.7429,6004.0,0.3264,0.0,0.0,0.0,0.0,0.3902,0.2917,0.4286,0.4864,0.2203,0.212,0.0028,0.8473,0.1527,14750.0,13260.0,15046.0,9500.0,33500.0,9500.0,14992.0,14303.0,9710.0,0.7821,0.0128,0.0128,0.0,0.0128,0.1154,0.0513,0.0128,0.685
549,Lincoln Technical Institute-East Windsor,06088,1170.0,0.5697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3188,0.1521,0.1231,0.0017,0.0744,0.9256,9500.0,9878.0,8967.0,4750.0,11250.0,9500.0,11250.0,9846.0,8750.0,0.8293,0.0244,0.0,0.0,0.0732,0.0732,0.0,0.0,0.1359
550,Eastern Connecticut State University,06226,3767.0,0.3059,9372.0,0.5644,2.0,1.0,0.0,0.5152,0.4356,0.5,0.601,0.6358,0.1282,0.0929,0.0013,0.5758,0.4242,18750.0,17708.0,18750.0,10000.0,24250.0,17708.0,18750.0,19000.0,18500.0,0.6721,0.0109,0.0,0.0,0.0656,0.0874,0.1148,0.0055,0.0663
551,Fairfield University,06824-5195,4548.0,0.0976,12205.0,1.0,5.0,0.0,0.0,0.7,0.8701,0.7143,0.8534,0.7852,0.0662,0.0156,0.0004,0.5814,0.4186,23250.0,21500.0,24239.0,6500.0,26000.0,21392.0,25000.0,25000.0,23250.0,0.7864,0.0031,0.0062,0.0,0.0372,0.0402,0.0805,0.0,0.0182
552,Paul Mitchell the School-North Haven,06473,180.0,0.3987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3944,0.3111,0.2278,0.0,0.9778,0.0222,6333.0,6333.0,9831.0,4750.0,6333.0,0.0,6333.0,0.0,7666.0,0.75,0.0,0.0,0.0,0.1667,0.0833,0.0,0.0,0.4
553,Capital Community College,06103,2199.0,0.4751,8266.0,0.2756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1937,0.332,0.3647,0.0014,0.7544,0.2456,5400.0,5250.0,5016.0,4750.0,9200.0,5200.0,6054.0,5300.0,4725.0,0.6774,0.0,0.0,0.0,0.1129,0.1613,0.0323,0.0161,0.5445
554,Rensselaer at Hartford,06120,0.0,0.0,10769.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21500.0,23250.0,21250.0,10313.0,23750.0,20875.0,25000.0,23250.0,21750.0,0.6,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0
555,American Institute-West Hartford,06110-1922,406.0,0.5894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2217,0.3966,0.0,0.0123,0.9261,0.0739,8521.0,9500.0,9022.0,5490.0,11979.0,7600.0,9500.0,9500.0,8483.0,0.8,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5887
556,Hartford International University for Religion and Peace,06105-2260,0.0,0.0,6473.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0833,0.0,0.0,0.0,0.0,0.1667,0.0,0.0
557,University of Hartford,06117-1599,3915.0,0.2807,7819.0,0.4469,5.0,1.0,0.4,0.56,0.493,0.4532,0.6737,0.517,0.1328,0.1727,0.0043,0.5487,0.4513,19500.0,19500.0,19500.0,9458.0,27000.0,19500.0,20000.0,19125.0,19500.0,0.6765,0.0059,0.0294,0.0029,0.0441,0.0412,0.0529,0.0,0.048
558,Holy Apostles College and Seminary,06416-2005,216.0,0.5826,4869.0,0.4286,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5787,0.1343,0.0231,0.0,0.5185,0.4815,8126.0,0.0,0.0,4405.0,12541.0,7686.0,7882.0,6250.0,6995.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5144
559,Housatonic Community College,06604-4704,3167.0,0.4839,8068.0,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2318,0.383,0.3015,0.0013,0.6422,0.3578,3500.0,3500.0,5025.0,4000.0,7925.0,4500.0,4000.0,4050.0,4500.0,0.8082,0.0137,0.0137,0.0,0.0274,0.0959,0.0411,0.0,0.3832
560,Manchester Community College,06040,3985.0,0.3928,8478.0,0.2438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4555,0.2454,0.1797,0.0023,0.5721,0.4279,3500.0,5250.0,4875.0,4744.0,5000.0,4000.0,5250.0,5000.0,4495.0,0.6067,0.0,0.2472,0.0112,0.0562,0.0674,0.0112,0.0,0.328
561,Naugatuck Valley Community College,06708-3089,4297.0,0.4244,8889.0,0.2534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437,0.3239,0.1029,0.0042,0.6165,0.3835,3250.0,4219.0,5000.0,3588.0,7500.0,3573.0,5000.0,5000.0,3944.0,0.837,0.0,0.0,0.0,0.0435,0.087,0.0326,0.0,0.3679
562,Middlesex Community College,06457-4829,1748.0,0.3609,9068.0,0.2609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5944,0.2208,0.0955,0.0006,0.611,0.389,3043.0,4750.0,4893.0,3913.0,7638.0,4361.0,4750.0,4750.0,4188.0,0.7143,0.0,0.0238,0.0,0.0952,0.0714,0.0952,0.0,0.3516
563,Mitchell College,06320,508.0,0.409,7152.0,1.0,3.0,0.0,0.5,0.3333,0.3571,0.4348,0.44,0.4764,0.1614,0.1299,0.0059,0.4252,0.5748,14441.0,12295.0,17800.0,6500.0,25150.0,12750.0,19000.0,16000.0,14125.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0475
564,Three Rivers Community College,06360,2809.0,0.4282,8448.0,0.2071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5842,0.1922,0.0933,0.005,0.6305,0.3695,5500.0,8750.0,4800.0,5000.0,10500.0,5250.0,9500.0,7674.0,4355.0,0.8983,0.0,0.0169,0.0,0.0,0.0339,0.0339,0.0169,0.3885
565,Lincoln Technical Institute-New Britain,06051,568.0,0.6073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3257,0.2835,0.2518,0.0035,0.5141,0.4859,9500.0,9878.0,8967.0,4750.0,11250.0,9500.0,11250.0,9846.0,8750.0,0.5714,0.0714,0.0,0.0,0.0714,0.2143,0.0714,0.0,0.3609
566,New England Tractor Trailer Training School of Connecticut,06071,323.0,0.4062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3034,0.291,0.3901,0.0,0.1115,0.8885,6333.0,6333.0,6333.0,3167.0,6333.0,6333.0,6333.0,6333.0,3666.0,0.7742,0.0,0.0,0.0,0.129,0.0968,0.0,0.0,0.7678
567,University of New Haven,06516-1916,4970.0,0.2829,10779.0,0.3447,5.0,0.0,0.3333,0.6905,0.5746,0.5081,0.7248,0.5891,0.1879,0.1078,0.0044,0.5646,0.4354,19500.0,20500.0,20500.0,8750.0,27000.0,19500.0,21460.0,21500.0,20361.0,0.7172,0.0041,0.0,0.0,0.0574,0.0738,0.1475,0.0,0.0575
568,Norwalk Community College,06854,3557.0,0.3776,9057.0,0.3038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2831,0.4301,0.176,0.0014,0.5867,0.4133,4000.0,5000.0,5500.0,5375.0,5500.0,5175.0,5700.0,5500.0,5500.0,0.8427,0.0,0.0112,0.0,0.0337,0.0787,0.0337,0.0,0.3495
569,Northwestern Connecticut Community College,06098,976.0,0.3518,9600.0,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7264,0.1609,0.042,0.0031,0.6691,0.3309,4200.0,5125.0,3800.0,4000.0,5038.0,5400.0,4958.0,4176.0,4000.0,0.5357,0.0,0.4286,0.0,0.0,0.0,0.0357,0.0,0.3218
570,Paier College,06606,171.0,0.6328,5762.0,0.3038,5.0,0.0,0.0,1.0,0.5,0.0,0.6,0.4737,0.2105,0.2222,0.0058,0.6608,0.3392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.2689
571,Porter & Chester Institute,06610,1633.0,0.6152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3209,0.2327,0.2829,0.0049,0.5162,0.4838,9500.0,9500.0,8360.0,5500.0,12000.0,10120.0,12284.0,9500.0,8360.0,0.7867,0.04,0.0,0.0,0.0533,0.1067,0.0133,0.0,0.5321
572,Post University,06723,12798.0,0.7084,6459.0,0.0608,0.0,0.0,0.0,0.0,0.1538,0.0361,0.2,0.394,0.088,0.3015,0.0103,0.7235,0.2765,11875.0,7125.0,14063.0,6717.0,30157.0,5625.0,9500.0,9500.0,6445.0,0.8095,0.0159,0.0,0.0,0.0159,0.127,0.0317,0.0,0.7983
573,Quinebaug Valley Community College,06239-1436,975.0,0.4191,8147.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7508,0.1446,0.0246,0.0031,0.6287,0.3713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857,0.0,0.0,0.0,0.0357,0.0714,0.0714,0.0357,0.3623
574,Quinnipiac University,06518,6243.0,0.1533,11292.0,0.3769,5.0,0.0,1.0,0.7761,0.7267,0.6923,0.826,0.7437,0.0975,0.0416,0.0013,0.6247,0.3753,22899.0,19500.0,21500.0,12000.0,26000.0,21000.0,12500.0,21500.0,22271.0,0.8112,0.0077,0.0102,0.0,0.0408,0.0408,0.0842,0.0051,0.0427
575,Sacred Heart University,06825-1000,6699.0,0.1652,9703.0,0.3349,3.0,1.0,0.0,0.7083,0.656,0.6275,0.7585,0.7521,0.1245,0.0408,0.0006,0.6738,0.3262,18249.0,15591.0,21446.0,6250.0,25000.0,20000.0,12421.0,19750.0,20980.0,0.7863,0.0028,0.037,0.0,0.0285,0.0399,0.0712,0.0,0.07
576,University of Saint Joseph,06117,895.0,0.3831,8783.0,0.9493,5.0,0.0,0.0,0.6154,0.3019,0.5758,0.6961,0.5944,0.1575,0.114,0.0011,0.7687,0.2313,24233.0,25000.0,21500.0,9500.0,27000.0,9875.0,26750.0,25000.0,20813.0,0.75,0.0161,0.0,0.0,0.1048,0.0726,0.0565,0.0,0.1093
577,Gateway Community College,06510,5194.0,0.4514,8595.0,0.1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3612,0.303,0.2314,0.0015,0.6332,0.3668,3500.0,3500.0,4500.0,3500.0,5750.0,4500.0,3500.0,3500.0,3923.0,0.7604,0.0208,0.0,0.0,0.0625,0.0938,0.0625,0.0,0.3979
578,Southern Connecticut State University,06515-1355,6584.0,0.4163,9606.0,0.4819,3.0,0.0,0.4375,0.5577,0.5159,0.4259,0.5664,0.4929,0.1414,0.1981,0.0009,0.6236,0.3764,15188.0,15000.0,15000.0,8710.0,22250.0,14000.0,16830.0,15720.0,14750.0,0.753,0.0,0.0072,0.0,0.036,0.0624,0.1079,0.0024,0.1543
579,Stone Academy-West Haven,06516,566.0,0.6149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0972,0.1625,0.6643,0.0,0.9258,0.0742,16000.0,11900.0,14750.0,8771.0,18808.0,10780.0,15204.0,12999.0,8951.0,0.5789,0.0526,0.0,0.0,0.0526,0.2105,0.1053,0.0,0.8392
580,Trinity College,06106-3100,2143.0,0.1441,10647.0,0.8203,5.0,0.0,0.0,0.7857,0.7959,0.7838,0.8788,0.623,0.0943,0.0597,0.0014,0.4951,0.5049,19000.0,19000.0,21500.0,8250.0,23000.0,21000.0,17000.0,21000.0,21000.0,0.719,0.0041,0.0083,0.0,0.0826,0.062,0.0992,0.0,0.0107
581,Tunxis Community College,06032-3187,3019.0,0.4059,8218.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.523,0.2766,0.0808,0.0023,0.5853,0.4147,4750.0,6313.0,5500.0,5500.0,8525.0,5500.0,8075.0,5500.0,5500.0,0.5333,0.0167,0.2833,0.0,0.05,0.0833,0.0333,0.0,0.3054
582,United States Coast Guard Academy,06320-4195,1049.0,0.0,11487.0,0.8488,5.0,1.0,0.0,0.9167,0.8636,0.9231,0.9195,0.6149,0.1173,0.041,0.0029,0.4013,0.5987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8169,0.0141,0.0282,0.0,0.0563,0.0493,0.0282,0.007,0.0029
583,Wesleyan University,06459,3250.0,0.1711,12578.0,0.9067,5.0,0.0,0.0,0.8983,0.9011,0.9107,0.9095,0.5597,0.1055,0.0551,0.0,0.5615,0.4385,12782.0,8988.0,16000.0,6477.0,17000.0,13500.0,11500.0,14000.0,14000.0,0.6567,0.0274,0.005,0.0025,0.0647,0.0547,0.0995,0.005,0.0216
584,Western Connecticut State University,06810-6826,4028.0,0.3261,9872.0,1.0,2.0,0.0,0.0,0.4615,0.4567,0.3735,0.6006,0.5459,0.25,0.0871,0.0027,0.5238,0.4762,17000.0,18661.0,15750.0,9500.0,24147.0,16554.0,19750.0,17490.0,16407.0,0.7402,0.0098,0.049,0.0,0.0441,0.049,0.1078,0.0,0.1326
585,Yale University,06520,6535.0,0.2141,20028.0,0.7381,5.0,0.0,1.0,0.988,0.9505,0.9462,0.969,0.3717,0.1487,0.0802,0.0037,0.5143,0.4857,7500.0,8294.0,12000.0,7500.0,12975.0,10206.0,12475.0,12000.0,11598.0,0.4803,0.0101,0.0368,0.0005,0.0457,0.0365,0.1393,0.0007,0.0067
586,Margaret H Rollins School of Nursing at Beebe Medical Center,19958,67.0,0.2564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7015,0.0746,0.0746,0.0,0.8806,0.1194,0.0,0.0,0.0,0.0,12000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2687
587,Dawn Career Institute LLC,19702,251.0,0.2635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259,0.1514,0.498,0.0,0.8127,0.1873,8734.0,9332.0,5500.0,3721.0,9500.0,5700.0,9433.0,9370.0,6302.0,0.6923,0.0,0.0,0.0,0.0,0.3077,0.0,0.0,0.498
588,Delaware Technical Community College-Terry,19901,10837.0,0.3588,7427.0,0.3593,0.0,0.0,0.1818,0.2895,0.1814,0.1166,0.2416,0.465,0.1467,0.2646,0.0042,0.6777,0.3223,5500.0,5250.0,6000.0,4726.0,10500.0,5379.0,6401.0,5750.0,5500.0,0.8519,0.0079,0.0,0.0,0.0185,0.0899,0.0238,0.0079,0.3541
589,Delaware State University,19901,4179.0,0.4408,8176.0,0.6139,2.0,0.0,0.0,0.3333,0.431,0.4941,0.3671,0.1007,0.1041,0.7181,0.0012,0.6688,0.3312,17500.0,18463.0,16500.0,9500.0,26000.0,16250.0,19000.0,18047.0,17500.0,0.3694,0.0075,0.0,0.0,0.0336,0.3694,0.2127,0.0075,0.0652
590,University of Delaware,19716,18707.0,0.1497,13406.0,0.9763,1.0,1.0,0.4286,0.8033,0.7778,0.6911,0.8396,0.6811,0.0941,0.0625,0.0013,0.5833,0.4167,21500.0,19231.0,21256.0,8250.0,24572.0,19500.0,19000.0,21697.0,21126.0,0.7148,0.0081,0.0008,0.0,0.0391,0.0522,0.1369,0.0008,0.0252
